CODICE;Geo Point;Geo Shape
17473;44.49458466217705, 11.398293700637801;"{""coordinates"": [11.398293700637801, 44.49458466217705], ""type"": ""Point""}"
17477;44.50546215100603, 11.34143199812543;"{""coordinates"": [11.34143199812543, 44.50546215100603], ""type"": ""Point""}"
17483;44.52701307434885, 11.366444158644617;"{""coordinates"": [11.366444158644617, 44.52701307434885], ""type"": ""Point""}"
17485;44.52878340968552, 11.36688207649718;"{""coordinates"": [11.36688207649718, 44.52878340968552], ""type"": ""Point""}"
17489;44.53188775865065, 11.350296328232673;"{""coordinates"": [11.350296328232673, 44.53188775865065], ""type"": ""Point""}"
17490;44.53202090009851, 11.34961486041919;"{""coordinates"": [11.34961486041919, 44.53202090009851], ""type"": ""Point""}"
17492;44.50892374924776, 11.339171714972334;"{""coordinates"": [11.339171714972334, 44.50892374924776], ""type"": ""Point""}"
17493;44.48598978177106, 11.40137502704625;"{""coordinates"": [11.40137502704625, 44.48598978177106], ""type"": ""Point""}"
14885;44.49364202575359, 11.324724945111607;"{""coordinates"": [11.324724945111607, 44.49364202575359], ""type"": ""Point""}"
6188;44.49619085338431, 11.344515231153917;"{""coordinates"": [11.344515231153917, 44.49619085338431], ""type"": ""Point""}"
6205;44.496994433610986, 11.343169564810513;"{""coordinates"": [11.343169564810513, 44.496994433610986], ""type"": ""Point""}"
6207;44.49760501020658, 11.343354466291927;"{""coordinates"": [11.343354466291927, 44.49760501020658], ""type"": ""Point""}"
6201;44.49679774556458, 11.344730824961147;"{""coordinates"": [11.344730824961147, 44.49679774556458], ""type"": ""Point""}"
6185;44.496887503716856, 11.344385746263939;"{""coordinates"": [11.344385746263939, 44.496887503716856], ""type"": ""Point""}"
179;44.49681733642642, 11.339879109298627;"{""coordinates"": [11.339879109298627, 44.49681733642642], ""type"": ""Point""}"
180;44.49660492087242, 11.339826825842156;"{""coordinates"": [11.339826825842156, 44.49660492087242], ""type"": ""Point""}"
172;44.49674954469943, 11.340319698456732;"{""coordinates"": [11.340319698456732, 44.49674954469943], ""type"": ""Point""}"
183;44.49717580006549, 11.341758631200943;"{""coordinates"": [11.341758631200943, 44.49717580006549], ""type"": ""Point""}"
168;44.497114473015515, 11.341738515608789;"{""coordinates"": [11.341738515608789, 44.497114473015515], ""type"": ""Point""}"
178;44.49812566211961, 11.339675817973355;"{""coordinates"": [11.339675817973355, 44.49812566211961], ""type"": ""Point""}"
6180;44.49767266554758, 11.34268948497391;"{""coordinates"": [11.34268948497391, 44.49767266554758], ""type"": ""Point""}"
6255;44.49353550811299, 11.34964279711942;"{""coordinates"": [11.34964279711942, 44.49353550811299], ""type"": ""Point""}"
6257;44.49419064117925, 11.35203547797599;"{""coordinates"": [11.35203547797599, 44.49419064117925], ""type"": ""Point""}"
6270;44.49598896723871, 11.345826950079216;"{""coordinates"": [11.345826950079216, 44.49598896723871], ""type"": ""Point""}"
6396;44.48007946420545, 11.3701338770296;"{""coordinates"": [11.3701338770296, 44.48007946420545], ""type"": ""Point""}"
5848;44.47985812814006, 11.369974219408695;"{""coordinates"": [11.369974219408695, 44.47985812814006], ""type"": ""Point""}"
6398;44.47984321784664, 11.368408853241485;"{""coordinates"": [11.368408853241485, 44.47984321784664], ""type"": ""Point""}"
6554;44.49190690204185, 11.373910324332513;"{""coordinates"": [11.373910324332513, 44.49190690204185], ""type"": ""Point""}"
6605;44.4918021005097, 11.375136529259331;"{""coordinates"": [11.375136529259331, 44.4918021005097], ""type"": ""Point""}"
6579;44.49311177205131, 11.371507803244233;"{""coordinates"": [11.371507803244233, 44.49311177205131], ""type"": ""Point""}"
6613;44.49530219296917, 11.365130753927522;"{""coordinates"": [11.365130753927522, 44.49530219296917], ""type"": ""Point""}"
6260;44.49633057020756, 11.347081295098768;"{""coordinates"": [11.347081295098768, 44.49633057020756], ""type"": ""Point""}"
6210;44.49681364999852, 11.347354874508246;"{""coordinates"": [11.347354874508246, 44.49681364999852], ""type"": ""Point""}"
16041;44.49552195134112, 11.347432326409587;"{""coordinates"": [11.347432326409587, 44.49552195134112], ""type"": ""Point""}"
6262;44.49756314427224, 11.348459067360503;"{""coordinates"": [11.348459067360503, 44.49756314427224], ""type"": ""Point""}"
6211;44.49587029596283, 11.349577002826187;"{""coordinates"": [11.349577002826187, 44.49587029596283], ""type"": ""Point""}"
6286;44.4960996201694, 11.350193567229644;"{""coordinates"": [11.350193567229644, 44.4960996201694], ""type"": ""Point""}"
6249;44.495694693329526, 11.351622123863695;"{""coordinates"": [11.351622123863695, 44.495694693329526], ""type"": ""Point""}"
6280;44.49643723858739, 11.351078263230162;"{""coordinates"": [11.351078263230162, 44.49643723858739], ""type"": ""Point""}"
6281;44.49638721703848, 11.350951654545758;"{""coordinates"": [11.350951654545758, 44.49638721703848], ""type"": ""Point""}"
6290;44.49738704267811, 11.352018056191234;"{""coordinates"": [11.352018056191234, 44.49738704267811], ""type"": ""Point""}"
13520;44.49780202676213, 11.351972120245394;"{""coordinates"": [11.351972120245394, 44.49780202676213], ""type"": ""Point""}"
15224;44.49803418695604, 11.3476747315192;"{""coordinates"": [11.3476747315192, 44.49803418695604], ""type"": ""Point""}"
6279;44.49769902731858, 11.350404774270022;"{""coordinates"": [11.350404774270022, 44.49769902731858], ""type"": ""Point""}"
5941;44.48891216563229, 11.354753683236536;"{""coordinates"": [11.354753683236536, 44.48891216563229], ""type"": ""Point""}"
5658;44.48088626403405, 11.351749451672715;"{""coordinates"": [11.351749451672715, 44.48088626403405], ""type"": ""Point""}"
5656;44.48093271757412, 11.352133525864376;"{""coordinates"": [11.352133525864376, 44.48093271757412], ""type"": ""Point""}"
6308;44.48138380849873, 11.35762754276918;"{""coordinates"": [11.35762754276918, 44.48138380849873], ""type"": ""Point""}"
6317;44.482010354807464, 11.356484279761439;"{""coordinates"": [11.356484279761439, 44.482010354807464], ""type"": ""Point""}"
6306;44.48372514260886, 11.357675426530118;"{""coordinates"": [11.357675426530118, 44.48372514260886], ""type"": ""Point""}"
6091;44.4923552757602, 11.344685271626409;"{""coordinates"": [11.344685271626409, 44.4923552757602], ""type"": ""Point""}"
46;44.491601425207165, 11.339004169871801;"{""coordinates"": [11.339004169871801, 44.491601425207165], ""type"": ""Point""}"
54;44.49278018069247, 11.339112611680216;"{""coordinates"": [11.339112611680216, 44.49278018069247], ""type"": ""Point""}"
51;44.49293288298829, 11.338257466269152;"{""coordinates"": [11.338257466269152, 44.49293288298829], ""type"": ""Point""}"
53;44.49355097437568, 11.338435860775615;"{""coordinates"": [11.338435860775615, 44.49355097437568], ""type"": ""Point""}"
32;44.49093992713391, 11.339415226708752;"{""coordinates"": [11.339415226708752, 44.49093992713391], ""type"": ""Point""}"
24;44.492374176698, 11.333376746411945;"{""coordinates"": [11.333376746411945, 44.492374176698], ""type"": ""Point""}"
6464;44.48615761705669, 11.373048177920085;"{""coordinates"": [11.373048177920085, 44.48615761705669], ""type"": ""Point""}"
15643;44.48578997365872, 11.372957885632708;"{""coordinates"": [11.372957885632708, 44.48578997365872], ""type"": ""Point""}"
15405;44.479442491241755, 11.37599934463789;"{""coordinates"": [11.37599934463789, 44.479442491241755], ""type"": ""Point""}"
6444;44.48925406172213, 11.369068313184682;"{""coordinates"": [11.369068313184682, 44.48925406172213], ""type"": ""Point""}"
6468;44.48992093646799, 11.357679668076077;"{""coordinates"": [11.357679668076077, 44.48992093646799], ""type"": ""Point""}"
6486;44.4895770757819, 11.357675202613928;"{""coordinates"": [11.357675202613928, 44.4895770757819], ""type"": ""Point""}"
6478;44.49057828665728, 11.355952539141331;"{""coordinates"": [11.355952539141331, 44.49057828665728], ""type"": ""Point""}"
16101;44.49018581363263, 11.35699944597747;"{""coordinates"": [11.35699944597747, 44.49018581363263], ""type"": ""Point""}"
6472;44.49126675280323, 11.354142799056797;"{""coordinates"": [11.354142799056797, 44.49126675280323], ""type"": ""Point""}"
6488;44.491073254921375, 11.354651567393196;"{""coordinates"": [11.354651567393196, 44.491073254921375], ""type"": ""Point""}"
6168;44.495312051993494, 11.344277900191052;"{""coordinates"": [11.344277900191052, 44.495312051993494], ""type"": ""Point""}"
6147;44.494422397436516, 11.345406946830508;"{""coordinates"": [11.345406946830508, 44.494422397436516], ""type"": ""Point""}"
13516;44.49392751027079, 11.345229340953086;"{""coordinates"": [11.345229340953086, 44.49392751027079], ""type"": ""Point""}"
6171;44.49557238937725, 11.342769803190468;"{""coordinates"": [11.342769803190468, 44.49557238937725], ""type"": ""Point""}"
6170;44.49539943314533, 11.343851657810767;"{""coordinates"": [11.343851657810767, 44.49539943314533], ""type"": ""Point""}"
6034;44.495395736784836, 11.32865479150485;"{""coordinates"": [11.32865479150485, 44.495395736784836], ""type"": ""Point""}"
58;44.49645050174834, 11.330252943675456;"{""coordinates"": [11.330252943675456, 44.49645050174834], ""type"": ""Point""}"
65;44.49553227081768, 11.33290212130554;"{""coordinates"": [11.33290212130554, 44.49553227081768], ""type"": ""Point""}"
13570;44.49856548983652, 11.33246655855129;"{""coordinates"": [11.33246655855129, 44.49856548983652], ""type"": ""Point""}"
13540;44.49788711019527, 11.331019583198293;"{""coordinates"": [11.331019583198293, 44.49788711019527], ""type"": ""Point""}"
67;44.49748009641913, 11.332191913822102;"{""coordinates"": [11.332191913822102, 44.49748009641913], ""type"": ""Point""}"
72;44.49556567260212, 11.334638325246493;"{""coordinates"": [11.334638325246493, 44.49556567260212], ""type"": ""Point""}"
75;44.4945512063508, 11.334464052136157;"{""coordinates"": [11.334464052136157, 44.4945512063508], ""type"": ""Point""}"
90;44.495532541953246, 11.337442899099202;"{""coordinates"": [11.337442899099202, 44.495532541953246], ""type"": ""Point""}"
13209;44.49430274185441, 11.3374614640114;"{""coordinates"": [11.3374614640114, 44.49430274185441], ""type"": ""Point""}"
13517;44.49583448887575, 11.337015936927747;"{""coordinates"": [11.337015936927747, 44.49583448887575], ""type"": ""Point""}"
87;44.49563008793515, 11.336836383049498;"{""coordinates"": [11.336836383049498, 44.49563008793515], ""type"": ""Point""}"
92;44.495568087279, 11.334562514488677;"{""coordinates"": [11.334562514488677, 44.495568087279], ""type"": ""Point""}"
97;44.49684479369856, 11.334011507159623;"{""coordinates"": [11.334011507159623, 44.49684479369856], ""type"": ""Point""}"
98;44.49633400641786, 11.337254693161766;"{""coordinates"": [11.337254693161766, 44.49633400641786], ""type"": ""Point""}"
111;44.49722789151631, 11.338567658612185;"{""coordinates"": [11.338567658612185, 44.49722789151631], ""type"": ""Point""}"
104;44.49694978420577, 11.338264837785491;"{""coordinates"": [11.338264837785491, 44.49694978420577], ""type"": ""Point""}"
105;44.49710985546748, 11.33762368982336;"{""coordinates"": [11.33762368982336, 44.49710985546748], ""type"": ""Point""}"
107;44.4974066620558, 11.337763902754624;"{""coordinates"": [11.337763902754624, 44.4974066620558], ""type"": ""Point""}"
113;44.49773681376795, 11.337919512845376;"{""coordinates"": [11.337919512845376, 44.49773681376795], ""type"": ""Point""}"
99;44.496375495594144, 11.338001358601268;"{""coordinates"": [11.338001358601268, 44.496375495594144], ""type"": ""Point""}"
112;44.497033417486, 11.339341411407;"{""coordinates"": [11.339341411407, 44.497033417486], ""type"": ""Point""}"
21;44.494151426994236, 11.33861393132774;"{""coordinates"": [11.33861393132774, 44.494151426994236], ""type"": ""Point""}"
95;44.497872271902544, 11.336170869578929;"{""coordinates"": [11.336170869578929, 44.497872271902544], ""type"": ""Point""}"
119;44.48979209275917, 11.339917921521728;"{""coordinates"": [11.339917921521728, 44.48979209275917], ""type"": ""Point""}"
6044;44.489682251781076, 11.340836118330657;"{""coordinates"": [11.340836118330657, 44.489682251781076], ""type"": ""Point""}"
117;44.48999781579153, 11.341059317408071;"{""coordinates"": [11.341059317408071, 44.48999781579153], ""type"": ""Point""}"
6054;44.489605262669514, 11.343347690691843;"{""coordinates"": [11.343347690691843, 44.489605262669514], ""type"": ""Point""}"
6055;44.49050446677237, 11.342580615774665;"{""coordinates"": [11.342580615774665, 44.49050446677237], ""type"": ""Point""}"
6056;44.490448220794434, 11.343609025170803;"{""coordinates"": [11.343609025170803, 44.490448220794434], ""type"": ""Point""}"
6064;44.49002241075293, 11.34456679102725;"{""coordinates"": [11.34456679102725, 44.49002241075293], ""type"": ""Point""}"
128;44.49202351159458, 11.339185620293488;"{""coordinates"": [11.339185620293488, 44.49202351159458], ""type"": ""Point""}"
127;44.491835095586, 11.340097100019506;"{""coordinates"": [11.340097100019506, 44.491835095586], ""type"": ""Point""}"
130;44.492288764975065, 11.341298242160185;"{""coordinates"": [11.341298242160185, 44.492288764975065], ""type"": ""Point""}"
15091;44.492860800486525, 11.340392438236444;"{""coordinates"": [11.340392438236444, 44.492860800486525], ""type"": ""Point""}"
15932;44.492875921580556, 11.340703902416125;"{""coordinates"": [11.340703902416125, 44.492875921580556], ""type"": ""Point""}"
6042;44.49137502589321, 11.342961385554162;"{""coordinates"": [11.342961385554162, 44.49137502589321], ""type"": ""Point""}"
16560;44.49407483978611, 11.354445712829872;"{""coordinates"": [11.354445712829872, 44.49407483978611], ""type"": ""Point""}"
6506;44.49412023462887, 11.35322349737858;"{""coordinates"": [11.35322349737858, 44.49412023462887], ""type"": ""Point""}"
16535;44.49476372491373, 11.35341852179149;"{""coordinates"": [11.35341852179149, 44.49476372491373], ""type"": ""Point""}"
16536;44.494659159611786, 11.35414635673311;"{""coordinates"": [11.35414635673311, 44.494659159611786], ""type"": ""Point""}"
6501;44.49488667954697, 11.356540531201219;"{""coordinates"": [11.356540531201219, 44.49488667954697], ""type"": ""Point""}"
6524;44.49709215660237, 11.353460682168073;"{""coordinates"": [11.353460682168073, 44.49709215660237], ""type"": ""Point""}"
6522;44.49722489990716, 11.353105634643052;"{""coordinates"": [11.353105634643052, 44.49722489990716], ""type"": ""Point""}"
6523;44.49753488671432, 11.353701210693458;"{""coordinates"": [11.353701210693458, 44.49753488671432], ""type"": ""Point""}"
6521;44.496484421183155, 11.356336890378524;"{""coordinates"": [11.356336890378524, 44.496484421183155], ""type"": ""Point""}"
6520;44.49812624129126, 11.356151443653944;"{""coordinates"": [11.356151443653944, 44.49812624129126], ""type"": ""Point""}"
6519;44.49806279153154, 11.355542459389088;"{""coordinates"": [11.355542459389088, 44.49806279153154], ""type"": ""Point""}"
6532;44.495045506510024, 11.361260702963339;"{""coordinates"": [11.361260702963339, 44.495045506510024], ""type"": ""Point""}"
6533;44.49319650948678, 11.363045379302594;"{""coordinates"": [11.363045379302594, 44.49319650948678], ""type"": ""Point""}"
6538;44.4942606337315, 11.36290312109603;"{""coordinates"": [11.36290312109603, 44.4942606337315], ""type"": ""Point""}"
6530;44.49423942884021, 11.36215251771991;"{""coordinates"": [11.36215251771991, 44.49423942884021], ""type"": ""Point""}"
6541;44.494321887132884, 11.363822801102211;"{""coordinates"": [11.363822801102211, 44.494321887132884], ""type"": ""Point""}"
6542;44.49717133086101, 11.362467254917561;"{""coordinates"": [11.362467254917561, 44.49717133086101], ""type"": ""Point""}"
16002;44.49619823365352, 11.36568445023002;"{""coordinates"": [11.36568445023002, 44.49619823365352], ""type"": ""Point""}"
6569;44.48966277608434, 11.369332624932962;"{""coordinates"": [11.369332624932962, 44.48966277608434], ""type"": ""Point""}"
6567;44.49055050080921, 11.36989653090115;"{""coordinates"": [11.36989653090115, 44.49055050080921], ""type"": ""Point""}"
5858;44.47564387281334, 11.369092146705622;"{""coordinates"": [11.369092146705622, 44.47564387281334], ""type"": ""Point""}"
5870;44.477255631410785, 11.363982946617348;"{""coordinates"": [11.363982946617348, 44.477255631410785], ""type"": ""Point""}"
5890;44.476924817539576, 11.371335052820761;"{""coordinates"": [11.371335052820761, 44.476924817539576], ""type"": ""Point""}"
5847;44.47798244559673, 11.372875957146697;"{""coordinates"": [11.372875957146697, 44.47798244559673], ""type"": ""Point""}"
5895;44.47875151783768, 11.378031606793517;"{""coordinates"": [11.378031606793517, 44.47875151783768], ""type"": ""Point""}"
5654;44.48002880090562, 11.336483588505656;"{""coordinates"": [11.336483588505656, 44.48002880090562], ""type"": ""Point""}"
5903;44.482418351336634, 11.33601957570853;"{""coordinates"": [11.33601957570853, 44.482418351336634], ""type"": ""Point""}"
16655;44.48727577868149, 11.337465007060157;"{""coordinates"": [11.337465007060157, 44.48727577868149], ""type"": ""Point""}"
4643;44.48953627413695, 11.318476435535826;"{""coordinates"": [11.318476435535826, 44.48953627413695], ""type"": ""Point""}"
4639;44.491063033774864, 11.319540862649067;"{""coordinates"": [11.319540862649067, 44.491063033774864], ""type"": ""Point""}"
4634;44.49209302327694, 11.31569043761413;"{""coordinates"": [11.31569043761413, 44.49209302327694], ""type"": ""Point""}"
4645;44.493961865139056, 11.315160323714395;"{""coordinates"": [11.315160323714395, 44.493961865139056], ""type"": ""Point""}"
4635;44.49202191497792, 11.316713004953801;"{""coordinates"": [11.316713004953801, 44.49202191497792], ""type"": ""Point""}"
4637;44.49188374634418, 11.3172810322415;"{""coordinates"": [11.3172810322415, 44.49188374634418], ""type"": ""Point""}"
4629;44.49241858659864, 11.318988465580532;"{""coordinates"": [11.318988465580532, 44.49241858659864], ""type"": ""Point""}"
4640;44.49056317498131, 11.318088448122381;"{""coordinates"": [11.318088448122381, 44.49056317498131], ""type"": ""Point""}"
4539;44.4895391976721, 11.320592162110866;"{""coordinates"": [11.320592162110866, 44.4895391976721], ""type"": ""Point""}"
4658;44.49157460446358, 11.321826437426306;"{""coordinates"": [11.321826437426306, 44.49157460446358], ""type"": ""Point""}"
4667;44.489427333330035, 11.323719637881691;"{""coordinates"": [11.323719637881691, 44.489427333330035], ""type"": ""Point""}"
4551;44.48961107324662, 11.325487715766103;"{""coordinates"": [11.325487715766103, 44.48961107324662], ""type"": ""Point""}"
4671;44.4924633730679, 11.323056309969632;"{""coordinates"": [11.323056309969632, 44.4924633730679], ""type"": ""Point""}"
15530;44.493707711998525, 11.321963302589642;"{""coordinates"": [11.321963302589642, 44.493707711998525], ""type"": ""Point""}"
4659;44.49121127577208, 11.323108905455072;"{""coordinates"": [11.323108905455072, 44.49121127577208], ""type"": ""Point""}"
4673;44.49226750285597, 11.323697282945778;"{""coordinates"": [11.323697282945778, 44.49226750285597], ""type"": ""Point""}"
4675;44.4931530065281, 11.325343692334878;"{""coordinates"": [11.325343692334878, 44.4931530065281], ""type"": ""Point""}"
4654;44.49298726914323, 11.324530346576681;"{""coordinates"": [11.324530346576681, 44.49298726914323], ""type"": ""Point""}"
4652;44.49084377226322, 11.321408212117205;"{""coordinates"": [11.321408212117205, 44.49084377226322], ""type"": ""Point""}"
4689;44.49512071799943, 11.316757171311762;"{""coordinates"": [11.316757171311762, 44.49512071799943], ""type"": ""Point""}"
4690;44.49417083162304, 11.316762759273912;"{""coordinates"": [11.316762759273912, 44.49417083162304], ""type"": ""Point""}"
4697;44.495202713274104, 11.317659715790839;"{""coordinates"": [11.317659715790839, 44.495202713274104], ""type"": ""Point""}"
4631;44.49025581835858, 11.317167853691743;"{""coordinates"": [11.317167853691743, 44.49025581835858], ""type"": ""Point""}"
4686;44.49591069295795, 11.317616343754375;"{""coordinates"": [11.317616343754375, 44.49591069295795], ""type"": ""Point""}"
5660;44.4805951349808, 11.34447385837111;"{""coordinates"": [11.34447385837111, 44.4805951349808], ""type"": ""Point""}"
5945;44.480554275372256, 11.344382086532573;"{""coordinates"": [11.344382086532573, 44.480554275372256], ""type"": ""Point""}"
15096;44.48055065132284, 11.3440548511475;"{""coordinates"": [11.3440548511475, 44.48055065132284], ""type"": ""Point""}"
5951;44.4822196233908, 11.34228920610169;"{""coordinates"": [11.34228920610169, 44.4822196233908], ""type"": ""Point""}"
17906;44.50331424044992, 11.347365336698552;"{""coordinates"": [11.347365336698552, 44.50331424044992], ""type"": ""Point""}"
17921;44.48570584606854, 11.400985283526266;"{""coordinates"": [11.400985283526266, 44.48570584606854], ""type"": ""Point""}"
17791;44.48132097688487, 11.371156058339274;"{""coordinates"": [11.371156058339274, 44.48132097688487], ""type"": ""Point""}"
17912;44.521263761311765, 11.320195699270528;"{""coordinates"": [11.320195699270528, 44.521263761311765], ""type"": ""Point""}"
17914;44.53278469649262, 11.352024676669703;"{""coordinates"": [11.352024676669703, 44.53278469649262], ""type"": ""Point""}"
17915;44.53517632996646, 11.353676821757677;"{""coordinates"": [11.353676821757677, 44.53517632996646], ""type"": ""Point""}"
17974;44.5028479458587, 11.355977068325977;"{""coordinates"": [11.355977068325977, 44.5028479458587], ""type"": ""Point""}"
16893;44.55061017358476, 11.357611928936802;"{""coordinates"": [11.357611928936802, 44.55061017358476], ""type"": ""Point""}"
17148;44.475932043763656, 11.375404966526512;"{""coordinates"": [11.375404966526512, 44.475932043763656], ""type"": ""Point""}"
15858;44.4975123671435, 11.372694899348366;"{""coordinates"": [11.372694899348366, 44.4975123671435], ""type"": ""Point""}"
17160;44.497693937245906, 11.372936272884877;"{""coordinates"": [11.372936272884877, 44.497693937245906], ""type"": ""Point""}"
17161;44.49755179235593, 11.373046425759645;"{""coordinates"": [11.373046425759645, 44.49755179235593], ""type"": ""Point""}"
17163;44.497479660653006, 11.37291621946393;"{""coordinates"": [11.37291621946393, 44.497479660653006], ""type"": ""Point""}"
17164;44.49557881820825, 11.371640988411913;"{""coordinates"": [11.371640988411913, 44.49557881820825], ""type"": ""Point""}"
17173;44.53046483368045, 11.34719958556477;"{""coordinates"": [11.34719958556477, 44.53046483368045], ""type"": ""Point""}"
17174;44.53153459472676, 11.344744377330349;"{""coordinates"": [11.344744377330349, 44.53153459472676], ""type"": ""Point""}"
17179;44.52783362601188, 11.24397293917197;"{""coordinates"": [11.24397293917197, 44.52783362601188], ""type"": ""Point""}"
17181;44.52790225936716, 11.244453420569117;"{""coordinates"": [11.244453420569117, 44.52790225936716], ""type"": ""Point""}"
17185;44.495452184447444, 11.371733016260864;"{""coordinates"": [11.371733016260864, 44.495452184447444], ""type"": ""Point""}"
17188;44.49096800161669, 11.270144543273721;"{""coordinates"": [11.270144543273721, 44.49096800161669], ""type"": ""Point""}"
17364;44.491637966491986, 11.390398051032403;"{""coordinates"": [11.390398051032403, 44.491637966491986], ""type"": ""Point""}"
17372;44.51613517915154, 11.246866437960618;"{""coordinates"": [11.246866437960618, 44.51613517915154], ""type"": ""Point""}"
17373;44.50814670700276, 11.352381275130739;"{""coordinates"": [11.352381275130739, 44.50814670700276], ""type"": ""Point""}"
4468;44.492937069183654, 11.293449251158648;"{""coordinates"": [11.293449251158648, 44.492937069183654], ""type"": ""Point""}"
15471;44.49269715596281, 11.301180499996532;"{""coordinates"": [11.301180499996532, 44.49269715596281], ""type"": ""Point""}"
4492;44.493186101922056, 11.2996004817571;"{""coordinates"": [11.2996004817571, 44.493186101922056], ""type"": ""Point""}"
5549;44.45593945744152, 11.367636134124579;"{""coordinates"": [11.367636134124579, 44.45593945744152], ""type"": ""Point""}"
5537;44.45519608133204, 11.3664587570418;"{""coordinates"": [11.3664587570418, 44.45519608133204], ""type"": ""Point""}"
5557;44.45593738386883, 11.368899917666514;"{""coordinates"": [11.368899917666514, 44.45593738386883], ""type"": ""Point""}"
5573;44.45811873094588, 11.367983900727062;"{""coordinates"": [11.367983900727062, 44.45811873094588], ""type"": ""Point""}"
5564;44.45880688384105, 11.368051990889745;"{""coordinates"": [11.368051990889745, 44.45880688384105], ""type"": ""Point""}"
5567;44.45880984835578, 11.369514795609636;"{""coordinates"": [11.369514795609636, 44.45880984835578], ""type"": ""Point""}"
5562;44.45994697211993, 11.369155562897598;"{""coordinates"": [11.369155562897598, 44.45994697211993], ""type"": ""Point""}"
5553;44.45651966073134, 11.370725398422014;"{""coordinates"": [11.370725398422014, 44.45651966073134], ""type"": ""Point""}"
5578;44.45945694821047, 11.370148366413806;"{""coordinates"": [11.370148366413806, 44.45945694821047], ""type"": ""Point""}"
5540;44.45347475254344, 11.362869258409335;"{""coordinates"": [11.362869258409335, 44.45347475254344], ""type"": ""Point""}"
5683;44.4628754608814, 11.3681920459709;"{""coordinates"": [11.3681920459709, 44.4628754608814], ""type"": ""Point""}"
5686;44.464775611415824, 11.369814323824338;"{""coordinates"": [11.369814323824338, 44.464775611415824], ""type"": ""Point""}"
5684;44.46471320608547, 11.367664539997682;"{""coordinates"": [11.367664539997682, 44.46471320608547], ""type"": ""Point""}"
6015;44.48642224912579, 11.350601226926996;"{""coordinates"": [11.350601226926996, 44.48642224912579], ""type"": ""Point""}"
6001;44.48854785157544, 11.351713183054658;"{""coordinates"": [11.351713183054658, 44.48854785157544], ""type"": ""Point""}"
5999;44.488032598394234, 11.352261050675455;"{""coordinates"": [11.352261050675455, 44.488032598394234], ""type"": ""Point""}"
5998;44.489328889767926, 11.353810220128068;"{""coordinates"": [11.353810220128068, 44.489328889767926], ""type"": ""Point""}"
4664;44.49030807962592, 11.326085628708588;"{""coordinates"": [11.326085628708588, 44.49030807962592], ""type"": ""Point""}"
15712;44.490342657218484, 11.326691339278964;"{""coordinates"": [11.326691339278964, 44.490342657218484], ""type"": ""Point""}"
16662;44.49046715234, 11.329465824589175;"{""coordinates"": [11.329465824589175, 44.49046715234], ""type"": ""Point""}"
5;44.49085206620499, 11.330366121223818;"{""coordinates"": [11.330366121223818, 44.49085206620499], ""type"": ""Point""}"
16652;44.49049458292486, 11.32964759433907;"{""coordinates"": [11.32964759433907, 44.49049458292486], ""type"": ""Point""}"
15;44.492698304408805, 11.332288266739218;"{""coordinates"": [11.332288266739218, 44.492698304408805], ""type"": ""Point""}"
25;44.490059941003985, 11.33443059675226;"{""coordinates"": [11.33443059675226, 44.490059941003985], ""type"": ""Point""}"
5932;44.488642969922296, 11.337809070999779;"{""coordinates"": [11.337809070999779, 44.488642969922296], ""type"": ""Point""}"
16642;44.48633892670647, 11.339541319429172;"{""coordinates"": [11.339541319429172, 44.48633892670647], ""type"": ""Point""}"
5927;44.48539247185493, 11.339459316426721;"{""coordinates"": [11.339459316426721, 44.48539247185493], ""type"": ""Point""}"
5897;44.48513986668822, 11.338752465119944;"{""coordinates"": [11.338752465119944, 44.48513986668822], ""type"": ""Point""}"
5929;44.48646603320096, 11.332931587257976;"{""coordinates"": [11.332931587257976, 44.48646603320096], ""type"": ""Point""}"
5916;44.48670694652475, 11.339603561902845;"{""coordinates"": [11.339603561902845, 44.48670694652475], ""type"": ""Point""}"
16936;44.50773876394101, 11.311209874274372;"{""coordinates"": [11.311209874274372, 44.50773876394101], ""type"": ""Point""}"
16938;44.50810455930158, 11.311002957380929;"{""coordinates"": [11.311002957380929, 44.50810455930158], ""type"": ""Point""}"
16943;44.4597964396252, 11.375444349340126;"{""coordinates"": [11.375444349340126, 44.4597964396252], ""type"": ""Point""}"
16944;44.459864985372256, 11.374623522417185;"{""coordinates"": [11.374623522417185, 44.459864985372256], ""type"": ""Point""}"
5772;44.4771777158488, 11.355458180033047;"{""coordinates"": [11.355458180033047, 44.4771777158488], ""type"": ""Point""}"
5774;44.47926257736057, 11.354527256621708;"{""coordinates"": [11.354527256621708, 44.47926257736057], ""type"": ""Point""}"
5771;44.47963234131124, 11.35649927629251;"{""coordinates"": [11.35649927629251, 44.47963234131124], ""type"": ""Point""}"
5775;44.47897711055071, 11.357562421977905;"{""coordinates"": [11.357562421977905, 44.47897711055071], ""type"": ""Point""}"
4393;44.48860512651592, 11.29739017810273;"{""coordinates"": [11.29739017810273, 44.48860512651592], ""type"": ""Point""}"
4467;44.49156057377057, 11.289682468688431;"{""coordinates"": [11.289682468688431, 44.49156057377057], ""type"": ""Point""}"
4462;44.49233473109444, 11.289228781408097;"{""coordinates"": [11.289228781408097, 44.49233473109444], ""type"": ""Point""}"
4482;44.48990750374734, 11.296702592058926;"{""coordinates"": [11.296702592058926, 44.48990750374734], ""type"": ""Point""}"
